Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Churn
Male,0,No,Yes,41,29.11,7934.59,DSL,No,Yes,Yes,Yes,One year,No,Bank transfer,No
Male,0,Yes,No,45,24.91,8680.9,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
Male,0,No,No,9,53.47,2988.51,No,No,No,No,No,One year,Yes,Mailed check,No
Male,0,Yes,Yes,62,70.93,7208.47,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,No
Male,0,No,No,47,73.23,1974.75,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,No
Female,1,No,No,5,46.77,4955.61,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,Yes,1,111.16,1700.65,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,Yes
Female,0,No,Yes,44,56.83,3191.84,DSL,No,Yes,No,Yes,Two year,No,Credit card,No
Female,0,No,Yes,22,24.56,8389.09,Fiber optic,No,No,No,No,Two year,Yes,Credit card,No
Male,0,Yes,No,38,50.02,1400.21,Fiber optic,No,No,No,Yes,One year,Yes,Mailed check,No
Male,0,No,No,19,73.11,5728.37,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,No
Male,0,No,No,31,60.82,5377.29,No,Yes,Yes,No,No,One year,Yes,Credit card,No
Female,0,Yes,No,67,47.38,1174.57,No,Yes,Yes,No,Yes,One year,No,Credit card,No
Female,0,Yes,Yes,42,33.13,3001.21,Fiber optic,Yes,No,Yes,No,Two year,Yes,Credit card,No
Male,0,Yes,No,26,101.92,5110.54,No,Yes,Yes,No,Yes,One year,Yes,Credit card,No
Male,0,No,Yes,13,119.61,1765.89,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,No
Female,0,No,No,58,52.95,7225.55,Fiber optic,Yes,No,Yes,No,Two year,No,Electronic check,No
Female,0,No,No,18,58.16,8752.19,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,No,Yes,67,81.8,2011.36,No,Yes,No,No,No,One year,Yes,Electronic check,No
Male,1,No,No,3,91.84,1763.52,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
Female,0,No,No,55,59.2,4148.92,No,No,No,No,Yes,One year,No,Electronic check,No
Male,0,Yes,Yes,58,110.49,6755.11,DSL,Yes,Yes,No,No,Two year,No,Mailed check,No
Male,0,Yes,No,63,76.0,2606.25,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No
Male,0,No,Yes,52,65.04,276.93,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,No
Female,0,No,Yes,24,84.67,4916.86,No,Yes,No,Yes,No,Two year,No,Mailed check,No
Female,0,No,Yes,72,115.28,8613.75,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,No
Female,1,No,Yes,9,99.46,3582.36,Fiber optic,Yes,No,Yes,No,Two year,Yes,Mailed check,Yes
Female,0,No,No,37,24.0,3839.2,Fiber optic,No,No,No,No,One year,Yes,Credit card,No
Female,0,Yes,No,53,53.23,8723.23,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,No
Female,0,Yes,No,24,67.05,6282.01,No,No,No,No,No,Month-to-month,No,Electronic check,No
Female,0,No,Yes,21,51.45,6500.63,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
Male,0,Yes,No,40,90.02,5108.05,DSL,No,Yes,Yes,No,Month-to-month,No,Bank transfer,Yes
Male,0,No,No,62,102.63,8774.02,Fiber optic,No,Yes,Yes,Yes,Two year,No,Electronic check,No
Male,0,No,No,70,93.13,6230.91,No,No,Yes,No,Yes,One year,No,Electronic check,No
Male,0,No,No,69,118.93,8065.79,DSL,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,No
Male,0,Yes,Yes,14,47.25,6324.47,No,Yes,Yes,No,Yes,Two year,No,Mailed check,No
Male,1,Yes,Yes,42,107.5,6642.53,DSL,Yes,Yes,No,No,Two year,Yes,Credit card,No
Male,0,No,No,50,96.66,2684.66,Fiber optic,No,No,Yes,No,Two year,No,Mailed check,No
Female,1,Yes,Yes,61,56.22,2800.96,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,No
Female,0,Yes,No,4,93.41,7068.56,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,1,No,No,72,30.41,2740.69,DSL,No,Yes,No,Yes,One year,No,Mailed check,No
Male,0,Yes,No,17,98.93,5108.65,No,Yes,No,No,No,Two year,No,Mailed check,No
Female,0,Yes,Yes,57,73.23,2319.24,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card,Yes
Male,1,No,No,48,49.23,7371.15,No,Yes,Yes,No,No,One year,Yes,Credit card,No
Male,0,No,Yes,44,85.58,1083.46,No,No,Yes,No,No,Two year,No,Credit card,No
Female,1,Yes,Yes,45,84.16,7482.08,Fiber optic,Yes,Yes,Yes,No,Two year,No,Credit card,No
Male,0,No,No,33,40.95,5464.3,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
Female,0,Yes,Yes,31,23.04,1763.49,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Male,0,No,Yes,47,63.36,4924.11,Fiber optic,Yes,No,No,Yes,Two year,No,Credit card,No
Female,0,No,No,6,76.95,2614.24,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
Female,0,No,Yes,72,107.66,2978.86,No,No,Yes,Yes,No,One year,No,Mailed check,No
Female,0,No,Yes,71,112.82,3228.6,DSL,No,Yes,Yes,Yes,One year,No,Mailed check,No
Male,0,Yes,No,34,72.88,663.54,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,No
Female,0,No,No,53,95.38,8875.06,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,14,63.93,380.66,DSL,No,No,No,Yes,One year,Yes,Electronic check,No
Male,0,No,No,16,94.61,5996.22,DSL,Yes,No,No,Yes,One year,Yes,Credit card,No
Male,0,Yes,No,43,40.48,3403.93,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,Yes,12,57.11,5849.49,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,Yes,70,83.42,3270.61,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,No,No,19,21.82,6096.38,Fiber optic,Yes,Yes,No,Yes,Two year,No,Credit card,No
Male,0,No,Yes,41,92.25,6590.2,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,53,103.55,6245.92,No,No,No,Yes,Yes,Two year,Yes,Mailed check,No
Female,1,No,No,29,59.91,1114.26,DSL,Yes,No,No,Yes,One year,No,Credit card,No
Male,0,No,Yes,70,64.79,5946.35,Fiber optic,No,Yes,No,No,One year,No,Bank transfer,No
Female,0,Yes,Yes,59,105.13,2591.89,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,64,97.57,356.33,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,24,48.81,3791.99,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,No
Female,0,No,No,16,52.4,3958.53,DSL,Yes,No,No,No,One year,Yes,Bank transfer,No
Male,0,No,No,52,87.89,4257.85,DSL,Yes,No,No,No,One year,No,Credit card,No
Female,0,No,Yes,6,76.32,6372.94,DSL,No,No,No,No,One year,Yes,Electronic check,No
Male,0,No,No,37,36.22,2848.71,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,Yes
Male,1,Yes,Yes,4,50.99,2906.0,DSL,Yes,Yes,No,Yes,Two year,No,Electronic check,No
Male,1,Yes,Yes,38,110.0,638.92,Fiber optic,Yes,No,No,Yes,One year,No,Bank transfer,No
Female,0,Yes,No,41,88.82,6212.71,No,Yes,No,Yes,No,One year,Yes,Bank transfer,No
Male,0,Yes,Yes,14,118.6,5153.65,Fiber optic,No,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,Yes,71,96.7,3209.88,DSL,Yes,No,Yes,No,Month-to-month,No,Credit card,Yes
Male,0,Yes,No,51,114.2,6376.18,Fiber optic,Yes,No,No,Yes,Two year,No,Bank transfer,No
Male,0,No,Yes,65,41.62,4882.48,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
Female,0,No,Yes,52,97.15,4276.28,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,No,30,22.02,4650.79,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Credit card,No
Male,0,No,No,57,87.08,5763.5,DSL,No,No,Yes,Yes,Month-to-month,No,Credit card,Yes
Female,0,No,No,30,66.93,5974.02,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card,No
Male,1,No,No,42,54.68,2671.72,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No
Male,1,Yes,No,11,106.24,1352.62,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,No,27,105.43,1494.04,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
Female,0,Yes,No,24,22.23,5790.58,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,No
Female,1,Yes,Yes,39,80.95,7868.57,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer,No
Female,0,No,Yes,72,56.78,3744.52,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,No,No,18,61.57,1608.73,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,No
Female,0,No,Yes,45,103.2,6833.76,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card,No
Female,0,No,Yes,12,50.98,7509.16,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
Female,0,No,No,49,114.3,7937.18,DSL,No,No,No,No,One year,Yes,Bank transfer,No
Female,1,No,Yes,31,37.96,5500.8,No,Yes,Yes,No,No,One year,Yes,Credit card,No
Female,1,No,No,22,86.27,7760.48,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes
Male,0,Yes,Yes,44,87.21,237.19,DSL,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,No,No,64,45.22,1054.4,No,No,No,Yes,Yes,One year,No,Electronic check,No
Female,1,No,Yes,25,52.48,923.93,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Female,0,Yes,Yes,51,103.48,6442.18,Fiber optic,Yes,Yes,No,No,Two year,No,Bank transfer,No
Female,1,No,Yes,7,96.18,719.28,No,Yes,No,Yes,No,Two year,No,Bank transfer,Yes
Female,0,No,No,6,52.91,4517.64,Fiber optic,Yes,No,No,No,One year,No,Credit card,No
Female,0,Yes,Yes,24,73.4,4307.09,DSL,No,No,No,No,One year,No,Electronic check,No
Female,0,No,Yes,19,26.17,2865.26,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
Female,0,No,No,9,40.87,7846.61,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer,Yes
Female,0,No,No,36,68.58,1616.86,No,No,Yes,Yes,Yes,One year,No,Electronic check,No
Female,0,No,Yes,40,28.6,3236.92,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Credit card,Yes
Female,0,No,Yes,24,104.33,6990.13,Fiber optic,No,Yes,Yes,No,Two year,No,Mailed check,No
Male,0,No,Yes,48,91.8,370.76,No,Yes,No,No,Yes,Two year,No,Mailed check,No
Male,0,Yes,Yes,63,114.36,6089.26,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,No
Female,1,No,No,69,89.35,7365.94,Fiber optic,No,Yes,No,Yes,Two year,No,Credit card,No
Female,1,No,Yes,53,114.04,8397.18,Fiber optic,No,No,Yes,Yes,One year,No,Bank transfer,No
Male,0,Yes,Yes,54,75.45,7899.04,DSL,No,Yes,No,Yes,One year,No,Credit card,No
Female,0,Yes,No,42,80.02,2942.52,Fiber optic,No,No,Yes,Yes,One year,No,Mailed check,No
Male,0,No,Yes,45,117.7,5318.64,DSL,No,No,No,Yes,Two year,No,Electronic check,No
Male,0,Yes,Yes,14,84.21,787.91,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,No
Male,1,No,Yes,29,23.08,2395.04,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,No
Male,0,No,No,6,92.38,938.58,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,No,7,110.55,2905.17,Fiber optic,Yes,No,No,Yes,Two year,No,Credit card,Yes
Female,1,No,Yes,37,99.56,7889.17,DSL,Yes,Yes,No,Yes,One year,No,Credit card,No
Male,0,No,Yes,53,78.38,3189.78,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,No
Female,0,Yes,No,18,87.13,5100.89,Fiber optic,Yes,Yes,Yes,No,One year,No,Credit card,No
Female,1,Yes,Yes,38,119.02,3957.09,DSL,No,Yes,No,Yes,Two year,Yes,Bank transfer,No
Male,0,Yes,Yes,59,29.07,4184.36,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Mailed check,No
Male,1,Yes,No,1,86.72,8729.19,No,Yes,No,No,No,Month-to-month,No,Bank transfer,Yes
Female,0,No,No,68,48.34,2735.77,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,No
Male,0,Yes,No,44,84.01,5683.19,No,Yes,Yes,No,No,One year,Yes,Credit card,No
Male,0,Yes,Yes,47,80.76,3838.56,DSL,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,1,Yes,Yes,35,35.35,644.2,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,0,Yes,Yes,60,40.67,4455.04,No,Yes,Yes,No,No,One year,Yes,Credit card,No
Male,0,Yes,Yes,52,82.16,7338.76,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,No,No,8,32.82,978.9,Fiber optic,No,No,Yes,Yes,Two year,Yes,Mailed check,No
Male,0,Yes,Yes,41,46.52,719.37,Fiber optic,No,No,Yes,No,Two year,No,Bank transfer,No
Male,0,No,Yes,3,103.52,1467.32,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,Yes,No,69,52.71,6903.16,DSL,Yes,Yes,Yes,No,One year,Yes,Bank transfer,No
Female,0,Yes,No,14,68.81,6543.56,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Female,0,Yes,Yes,26,114.11,5128.66,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Female,0,Yes,No,70,42.71,4267.21,Fiber optic,No,No,No,No,Two year,No,Electronic check,No
Female,0,Yes,No,58,58.96,8006.1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No
Female,0,Yes,Yes,40,80.65,6923.61,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card,No
Male,1,Yes,Yes,51,95.53,7326.29,No,No,Yes,No,Yes,One year,Yes,Credit card,No
Male,0,Yes,Yes,5,110.17,7338.03,DSL,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,Yes
Male,1,No,Yes,32,111.55,5820.18,No,Yes,No,Yes,No,Two year,No,Credit card,No
Male,0,Yes,No,1,97.66,4176.33,Fiber optic,Yes,Yes,No,Yes,Two year,No,Electronic check,Yes
Female,0,No,No,54,42.83,7795.63,No,No,No,Yes,No,Month-to-month,No,Electronic check,No
Male,0,Yes,Yes,11,22.48,8341.47,No,No,No,Yes,No,Month-to-month,Yes,Credit card,Yes
Female,0,No,Yes,53,58.38,311.87,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,Yes,No,8,34.15,558.84,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
Female,0,Yes,Yes,25,91.04,8632.82,No,Yes,Yes,No,Yes,Two year,No,Mailed check,No
Female,0,Yes,Yes,40,86.11,2566.73,No,Yes,No,Yes,Yes,One year,No,Mailed check,No
Male,0,No,Yes,32,24.4,7872.99,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,No
Male,0,No,Yes,28,103.66,3560.28,No,No,Yes,No,No,Two year,Yes,Bank transfer,No
Male,0,No,No,3,44.87,1159.99,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,Yes
Male,0,No,Yes,62,63.22,815.94,No,Yes,No,Yes,No,Two year,No,Bank transfer,No
Female,0,Yes,No,27,86.79,1492.92,No,Yes,No,No,No,Two year,Yes,Bank transfer,No
Male,0,Yes,Yes,45,62.94,2324.05,Fiber optic,No,No,Yes,Yes,One year,No,Mailed check,No
Male,0,Yes,Yes,25,64.13,4447.81,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
Female,0,No,No,61,26.56,6343.33,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No
Male,0,Yes,Yes,44,60.14,8878.95,DSL,No,No,Yes,No,One year,No,Credit card,No
Male,0,No,No,46,96.48,4029.41,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,Yes
Male,0,No,Yes,14,111.52,4711.85,No,No,No,Yes,Yes,One year,No,Bank transfer,No
Male,0,No,Yes,8,61.35,4744.16,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,No
Male,0,No,Yes,48,62.36,4900.97,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,No
Female,0,No,Yes,14,90.26,4707.89,No,Yes,No,No,Yes,One year,Yes,Mailed check,No
Male,0,Yes,Yes,65,114.28,178.1,No,Yes,No,No,No,One year,No,Mailed check,No
Male,0,No,No,7,46.71,115.35,No,Yes,Yes,Yes,No,One year,No,Bank transfer,No
Male,1,No,No,49,64.01,969.23,No,No,Yes,No,Yes,One year,No,Bank transfer,No
Male,0,Yes,Yes,55,99.6,1003.85,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,1,No,Yes,13,80.97,6373.58,No,Yes,No,No,Yes,Two year,No,Bank transfer,No
Female,0,No,No,56,31.06,1923.75,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer,Yes
Male,0,Yes,No,56,82.77,8062.96,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,Yes
Female,0,Yes,Yes,15,38.67,8364.6,DSL,No,Yes,Yes,No,Month-to-month,No,Mailed check,Yes
Female,0,Yes,Yes,57,71.02,8785.45,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Mailed check,No
Male,0,No,No,58,72.91,8457.82,No,No,Yes,No,Yes,One year,Yes,Credit card,No
Male,0,Yes,Yes,35,107.62,2519.81,Fiber optic,No,No,Yes,Yes,Two year,Yes,Mailed check,No
Male,0,Yes,No,16,66.25,4637.01,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,No
Male,0,Yes,Yes,8,47.94,1661.55,Fiber optic,Yes,No,Yes,No,Two year,No,Electronic check,No
Female,0,No,No,45,43.1,7275.27,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,No,40,107.43,8007.04,Fiber optic,No,No,No,No,One year,No,Mailed check,No
Male,0,No,Yes,54,37.1,7676.47,DSL,No,No,No,Yes,Two year,Yes,Bank transfer,No
Male,0,No,No,14,62.59,3956.97,No,No,No,Yes,No,Month-to-month,No,Bank transfer,Yes
Male,0,Yes,Yes,59,38.72,6852.2,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
Male,1,No,Yes,53,97.33,968.45,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
Male,0,No,Yes,27,67.44,458.18,Fiber optic,No,No,No,Yes,Two year,Yes,Bank transfer,No
Female,1,Yes,Yes,47,55.11,6803.8,DSL,No,No,No,Yes,Two year,No,Electronic check,No
Female,0,No,No,6,56.11,3885.66,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,Yes,Yes,55,105.22,8960.39,No,Yes,No,No,Yes,One year,No,Bank transfer,No
Male,0,No,Yes,44,75.38,965.56,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,No
Male,0,No,Yes,18,91.79,7715.09,DSL,No,No,No,No,One year,No,Credit card,No
Female,1,Yes,Yes,16,109.7,4371.85,No,No,Yes,No,No,One year,No,Electronic check,No
Male,0,Yes,No,12,110.17,7461.64,Fiber optic,No,No,No,No,Two year,Yes,Electronic check,No
Female,0,No,Yes,20,52.85,7372.43,DSL,Yes,No,Yes,Yes,Two year,No,Mailed check,No
Male,0,No,No,45,115.25,8252.33,DSL,No,No,Yes,Yes,One year,No,Electronic check,No
Male,0,Yes,No,64,22.49,2750.87,DSL,No,No,No,No,One year,Yes,Mailed check,No
Male,1,No,No,59,57.68,8553.21,DSL,Yes,Yes,No,Yes,One year,Yes,Bank transfer,No
Male,0,No,Yes,22,109.58,1449.84,No,No,No,Yes,No,Two year,No,Credit card,No
Female,0,No,Yes,47,47.46,829.52,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,No
Female,0,No,Yes,29,47.31,3941.38,DSL,Yes,No,No,No,One year,No,Bank transfer,No
Male,0,Yes,Yes,45,50.26,7472.07,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,Yes,No,9,81.23,4313.45,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
Female,0,Yes,No,24,63.83,7480.65,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,0,Yes,Yes,15,92.67,6594.21,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Female,0,Yes,Yes,36,109.49,1963.91,Fiber optic,No,Yes,No,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,13,87.42,8545.05,DSL,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,Yes,44,40.45,640.95,DSL,No,Yes,No,No,One year,Yes,Credit card,No
Female,0,Yes,Yes,71,113.27,8094.69,No,No,No,Yes,No,Two year,Yes,Bank transfer,No
Male,0,No,Yes,72,46.45,2809.55,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,Yes
Female,0,No,Yes,36,34.99,4551.32,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
Female,0,No,No,61,29.0,3858.93,DSL,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,No
Female,0,Yes,No,40,76.34,1629.33,No,No,Yes,No,No,One year,Yes,Credit card,No
Female,0,No,No,27,31.38,3287.51,DSL,No,No,Yes,No,Two year,Yes,Mailed check,No
Female,0,Yes,No,1,33.88,1817.12,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes
Male,0,No,Yes,34,50.0,1914.59,No,No,No,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,No,Yes,68,48.17,1764.81,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Credit card,No
Female,0,Yes,Yes,21,80.42,4452.25,No,No,No,Yes,No,One year,No,Credit card,No
Female,0,No,Yes,33,101.67,7201.59,Fiber optic,No,No,Yes,No,One year,No,Mailed check,No
Male,0,No,Yes,7,96.13,5163.83,Fiber optic,No,Yes,No,Yes,One year,No,Bank transfer,Yes
Female,0,No,No,65,46.25,8049.54,No,Yes,No,No,Yes,One year,Yes,Electronic check,No
Female,0,No,Yes,3,44.53,5765.25,DSL,Yes,No,Yes,No,One year,No,Bank transfer,No
Male,0,Yes,No,51,116.58,6235.13,No,No,Yes,Yes,No,Two year,Yes,Mailed check,No
Female,0,No,Yes,54,20.82,6041.7,Fiber optic,No,Yes,Yes,Yes,Two year,No,Credit card,No
Female,0,No,No,59,107.97,4100.19,No,No,Yes,Yes,Yes,One year,No,Credit card,No
Male,0,Yes,Yes,6,39.97,6235.12,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,No,29,114.73,720.4,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,17,54.23,7752.68,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,No
Female,0,No,Yes,60,64.04,7022.53,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,No
Male,0,No,Yes,22,90.71,2282.55,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
Male,0,Yes,Yes,24,78.77,6935.49,DSL,No,Yes,Yes,No,Two year,Yes,Electronic check,No
Male,0,No,No,51,51.79,212.52,Fiber optic,No,No,Yes,No,Two year,No,Electronic check,No
Male,0,Yes,Yes,50,75.38,2033.49,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,No
Male,0,No,No,11,93.07,679.72,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,Yes
Male,0,No,Yes,56,24.23,7044.02,Fiber optic,No,No,No,No,One year,No,Credit card,No
Female,0,No,No,71,21.12,6827.28,No,Yes,No,Yes,No,Two year,No,Credit card,No
Female,0,Yes,Yes,42,65.81,7341.36,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,No
Male,1,No,Yes,39,33.18,139.89,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,69,86.43,4560.97,Fiber optic,No,Yes,Yes,No,Two year,Yes,Electronic check,No
Male,1,Yes,Yes,48,41.41,6373.04,Fiber optic,Yes,Yes,No,Yes,Two year,No,Bank transfer,No
Female,0,Yes,Yes,57,63.29,1483.07,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,No
Female,1,Yes,No,21,39.77,5883.14,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,Yes
Female,0,Yes,Yes,20,74.85,848.58,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Female,0,No,No,15,31.61,1713.8,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Electronic check,No
Female,0,No,Yes,69,22.31,4334.59,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
Female,0,No,No,51,25.11,5916.73,No,No,No,Yes,No,Month-to-month,No,Credit card,Yes
Female,0,No,No,62,115.43,1398.24,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card,No
Female,0,Yes,No,37,34.23,1748.49,DSL,Yes,Yes,No,No,Two year,Yes,Credit card,No
Female,0,No,No,6,90.85,1919.57,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Mailed check,Yes
Male,0,No,Yes,71,26.79,2224.44,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card,No
Male,0,No,Yes,26,30.82,2116.33,No,Yes,No,No,No,One year,No,Electronic check,No
Male,0,No,No,8,70.89,3616.83,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,Yes
Male,1,Yes,Yes,4,66.49,5918.73,DSL,Yes,No,No,No,One year,Yes,Electronic check,No
Female,0,No,Yes,21,115.16,3998.48,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,1,No,Yes,31,114.48,7006.17,No,No,No,No,No,Two year,Yes,Electronic check,No
Male,0,No,No,21,97.96,6501.49,DSL,No,No,Yes,No,Two year,No,Mailed check,No
Female,0,Yes,Yes,25,80.21,1226.09,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes
Male,0,Yes,Yes,15,65.5,534.69,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,No
Female,0,No,No,35,55.62,7913.68,Fiber optic,No,No,No,No,Two year,Yes,Bank transfer,No
Male,0,No,Yes,49,114.71,810.5,Fiber optic,Yes,No,No,No,Two year,Yes,Electronic check,No
